article_id;title;doi;year;authors;journal;keywords;study_country;latitude;longitude;study_continent;study_subregion;country_list;is_multi_country;continent_list;is_multi_continent;researcher_country;researcher_continent;researcher_subregion;topic_id;megatopic_id;research_flow;income_group;hdi;gender_inequality_index
35;A preliminary examination of sexual and physical victimization 6 months after recent rape;10.1007/s00737-023-01335-y;2023; Kate Walsh;Archives of Women's Mental Health, https://doi.org/10.1007/s00737-023-01335-y;"Recent rape;Revictimization;Sexual and physical assault;Medical forensic exam";USA;43.2102524;-90.2957691;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;23;2;Domestic;High income;0.921;0.179
36;Association of source country gender inequality with experiencing assault and poor mental health among young female immigrants to Ontario, Canada;10.1186/s12889-021-10720-0;2021;Michael Lebenbaum;BMC Public Health, 2021, doi:10.1186/s12889-021-10720-0;"INTIMATE PARTNER VIOLENCE;SOUTH ASIAN WOMEN;PREVALENCE;BEHAVIORS;ATTITUDES;RISK;HELP;Socioeconomic Factors;Emigrants and Immigrants";CAN;46.67248;-1.4195511;América;América do Norte;['CAN'];0;['América'];0;FRA;Europa;Europa Ocidental;21;6;Cross-continental;High income;0.936;0.08
37;Cumulative Violence and PTSD Symptom Severity among Urban Street-Based Female Sex Workers;10.1177/0886260519884694;2021;Ju Nyeong Park, Michele R. Decker, Judith K. Bass, Noya Galai, Catherine Tomko, Kriti M. Jain, Katherine Footer, Susan G. Sherman;Journal of Interpersonal Violence;sex work, trauma, mental health;USA;39.7837304;-100.445882;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;3;3;Domestic;High income;0.921;0.179
38;Creating, Reinforcing, and Resisting the Gender Binary: A Qualitative Study of Transgender Women’s Healthcare Experiences in Sex-Segregated Jails and Prisons;10.1108/ijph-02-2017-0011;2018;Jaclyn M. White Hughto, Kirsty A. Clark, Frederick L. Altice, Sari L. Reisner, Trace S. Kershaw, John E. Pachankis;Int J Prison Health;"Prisons;Prisoners";USA;39.7837304;-100.445882;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;16;3;Domestic;High income;0.921;0.179
39;Dating Violence Among Male and Female Youth Seeking Emergency Department Care;10.1016/j.annemergmed.2014.05.027;2014;Vijay Singh MD MPH;Annals of Emergency Medicine, 64 (2014) 405-413. doi:10.1016/j.annemergmed.2014.05.027;"DISORDERS IDENTIFICATION TEST;RISK BEHAVIOR SURVEILLANCE;SUBSTANCE USE;GENDER-DIFFERENCES;UNITED-STATES;ADOLESCENT;ALCOHOL;PERPETRATION;VICTIMIZATION;VALIDITY;Emergency Service, Hospital;Adolescent;Emergencies;Violence";USA;42.3128147;-83.3744151;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;23;2;Domestic;High income;0.921;0.179
40;Elder Mistreatment in U.S. Community-Dwelling Chinese Older Women;10.1177/1077801215618804;2016;Dong, XQ and Chen, RJ and Simon, MA;Violence Against Women 2016.22:1097-1112;"elder mistreatment;older women;Chinese;INTIMATE PARTNER VIOLENCE;PHYSICAL FUNCTION;SOCIAL SUPPORT;UNITED-STATES;ABUSE;RISK;POPULATION;PREVALENCE;ADULTS;HEALTH";USA;41.8736438;-87.6694981;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;12;3;Domestic;High income;0.921;0.179
41;Differences Between Sexual and Nonsexual Homicides of Women in the United States: Findings From the National Violent Death Reporting System;10.1177/08862605211064289;2022;De Veauuse Brown NF, Watson AEN.;J Interpers Violence 2022.37:NP21975-NP21999;United States;USA;39.7837304;-100.445882;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;20;7;Domestic;High income;0.921;0.179
42;Disclosure of Sexual Abuse among Youth in Residential Treatment Care: A Multiple Informant Compariso;10.1080/10538712.2014.896841;2014;Milne L, Collin-Vézina D.;;"adolescent; sexual abuse; sexual abuse disclosure; victim";CAN;45.5068861;-73.5787118;América;América do Norte;['CAN'];0;['América'];0;CAN;América;América do Norte;29;2;Domestic;High income;0.936;0.08
43;Domestic violence and abuse related emergency room visits in Ontario, Canada;10.21203/rs.3.rs-87490/v1;2021;Sonica Singhal;BMC Public Health, 2021, doi:10.1186/s12889-021-10501-9;Domestic violence and abuse,Emergency room visits,Intimate partner violence,Child abuse and neglect,Elder abuse and neglect,Public health;CAN;61.0666922;-107.991707;América;América do Norte;['CAN'];0;['América'];0;CAN;América;América do Norte;9;6;Domestic;High income;0.936;0.08
44;Domestic Violence Victimization among South Asian Immigrant Men and Women in the United States;10.1177/08862605211015262;2022;Rai, A and Choi, YJ;J Interpers Violence 2022.37:NP15532-NP15567;"domestic violence;South Asians;quantitative;victimization;multisite;United States;INTIMATE PARTNER VIOLENCE;ABUSE;POPULATION;AMERICAN;COMMUNITY;ATTITUDES;ACCULTURATION;PATRIARCHY;RISK;Emigrants and Immigrants;Violence;Domestic Violence";USA;34.0491786;-118.2711857;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;17;4;Domestic;High income;0.921;0.179
45;Examining negative effects of early life experiences on reproductive and sexual health among female sex workers in Tijuana, Mexico;10.1016/j.ijgo.2014.08.014;2015;Oza KK, Silverman JG, Bojorquez I, Strathdee SA, Goldenberg SM.;International Journal of Gynecology & Obstetrics;"Mexico;Life Change Events";MEX;23.6585116;-102.0077097;América;América Central;['MEX'];0;['América'];0;MEX;América;América Central;3;3;Domestic;Upper middle income;0.758;0.309
46;Exploring Mechanisms of Racial Disparities in Intimate Partner Violence among Sexual and Gender Minorities Assigned Female at Birth;10.1037/cdp0000463;2021;Sarah W. Whitton, Margaret Lawlace, Christina Dyar, Michael E. Newcomb;CULTURAL DIVERSITY & ETHNIC MINORITY PSYCHOLOGY;Sexual and Gender Minority, Race/Ethnicity, Intimate Partner Violence, LGBT;USA;36.1800656;-95.9923998;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;16;3;Domestic;High income;0.921;0.179
47;“He invited me and didn’t ask anything in return” Migration and Mobility as Vulnerabilities for Sexual Exploitation among Female Adolescents in Mexico;10.1111/imig.12333;2020;Teresita Rocha-Jimenez, Kimberly C. Brouwer, Marissa Salazar, Sabrina C. Boyce, Argentina E. Servin, Shira M. Goldenberg, Hugo Staines-Orozco, Ricardo B. Vera-Monroy, Jay G. Silverman;INTERNATIONAL MIGRATION;"US BORDER CITIES;HUMAN TRAFFICKING;HIV-INFECTION;WORKERS;TIJUANA;HEALTH;VIOLENCE;EPIDEMIOLOGY;PROSTITUTION;PREVALENCE;Adolescent;Mexico";MEX;32.7545686;-117.1478549;América;América Central;['MEX'];0;['América'];0;USA;América;América do Norte;17;4;Intra-continental;Upper middle income;0.758;0.309
48;Exposure to Workplace Sexual Harassment among Women and Men Farmworkers in the U.S. and Mexico;10.13031/jash.14514;2024;Kimberly Y. Prado, Maria Elena Rivera-Heredia, Stephen A. McCurdy;JOURNAL OF AGRICULTURAL SAFETY AND HEALTH;Agricultural worker, Community-based participatory research, Indigenous, Latino, Sexual harassment, Workplace violence;MEX;34.0202376;-118.2904702;América;América Central;['MEX'];0;['América'];0;USA;América;América do Norte;19;6;Intra-continental;Upper middle income;0.758;0.309
49;Intimate Partner Homicides in the United States, 2003-2013: A Comparison of Immigrants and Nonimmigrant Victims;10.1177/0886260518792249;2021;Bushra Sabri, Jacquelyn C. Campbell, Jill T. Messing;Journal of Interpersonal Violence;intimate partner homicides, foreign-born, immigrants;USA;39.7837304;-100.445882;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;20;7;Domestic;High income;0.921;0.179
50;Intimate Partner Violence and Structural Violence in the Lives of Incarcerated Women: A Mixed-Method Study in Rural New Mexico;10.3390/ijerph18126185;2025;St Cyr S, Jaramillo ET, Garrison L, Malcoe LH, Shamblen SR, Willging CE.;;"Mexico;Violence;New Mexico";MEX;23.6585116;-102.0077097;América;América Central;['MEX'];0;['América'];0;MEX;América;América Central;1;1;Domestic;Upper middle income;0.758;0.309
51;AJPH202240744_proof.pdf;;2023;Smith-Clapham AM, Childs JE, Cooley-Strickland M, Hampton-Anderson J, Novacek DM, Pemberton JV, W...;Am J Public Health;Violence;USA;39.7837304;-100.445882;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;5;5;Domestic;High income;0.921;0.179
52;Help seeking and mental health outcomes among South Asian young adult survivors of sexual violence in the New York State Region;10.1186/s12889-022-13489-y;2022; Sahnah Lim;BMC Public Health, https://doi.org/10.1186/s12889-022-13489-y;"Child sexual violence;Sexual assault;Stigma;Community-based participatory research";USA;39.7837304;-100.445882;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;31;5;Domestic;High income;0.921;0.179
53;Gender discrimination in the United States: Experiences of women;10.1111/1475-6773.13217;2019;SteelFisher GK, Findling MG, Bleich SN, Casey LS, Blendon RJ, Benson JM, Sayde JM, Miller C.;;"Discrimination (Psychology);United States";USA;39.7837304;-100.445882;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;16;3;Domestic;High income;0.921;0.179
54;Intimate Partner Violence Among International and Interprovincial Migrants: A Population-Based Analysis of Canadian Linked Immigration and Justice Data;10.1177/10778012231178001;2024;Lixia Zhang, Wendy Au, Roheema EwesesanAlexa R. YakubovichDouglas A. BrownridgeMarcelo L. Urquia;Violence Against Women 2024.30:3455-3473;"Humans;Female;Canada;*Intimate Partner Violence/statistics & numerical data/ethnology;Adult;*Transients and Migrants/statistics & numerical data;Emigration and Immigration/statistics & numerical data;Middle Aged;Incidence;Emigrants and Immigrants/statistics & numerical data;Adolescent;Risk Factors;Young Adult";CAN;39.7837304;-100.445882;América;América do Norte;['CAN'];0;['América'];0;USA;América;América do Norte;17;4;Intra-continental;High income;0.936;0.08
55;Intimate partner violence and psychotic experiences in four U.S. cities;10.1016/j.schres.2017.09.017;2018;Shah R, Von Mach T, Fedina L, Link B, DeVylder J.;Schizophrenia Research;Violence;USA;39.7837304;-100.445882;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;1;1;Domestic;High income;0.921;0.179
56;Intimate Partner Violence Experiences of Sexual and Gender Minority Adolescents and Young Adults Assigned Female at Birth;10.1177/0361684319838972;2025;Whitton, SW and Dyar, C and Mustanski, B and Newcomb, ME;PSYCHOLOGY OF WOMEN QUARTERLY;"intimate partner violence;dating violence;sexual minorities;gender minorities;LGBT;CONFLICT-TACTICS-SCALES;LATENT CLASS ANALYSIS;TEEN DATING VIOLENCE;INTERNALIZED HOMOPHOBIA;DOMESTIC VIOLENCE;MENTAL-HEALTH;RISK-FACTORS;GAY;PREVALENCE;VICTIMIZATION;Adolescent;Violence";UGA;36.1800656;-95.9923998;África;África Oriental;['UGA'];0;['África'];0;USA;América;América do Norte;16;3;Cross-continental;Low income;0.525;0.523
57;New data on intimate partner violence and intimate relationships_ Implications for gun laws and federal data collection;10.1016/j.ypmed.2018.01.005;2018;Susan B. Sorenson;Preventive Medicine, 107 (2018) 103-108. doi:10.1016/j.ypmed.2018.01.005;"Firearms; Guns; Domestic violence; Policy";USA;39.9512124;-75.1835574;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;9;6;Domestic;High income;0.921;0.179
58;Intimate Partner Violence, Sexual Assault, and Child Abuse Resource Utilization During COVID-19;10.5811/westjem.2022.4.55582;2022;Pallansch J, Milam C, Ham K, Morgan P, Manning J, Salzman J, Kopec K, Lewis M.;West J Emerg Med;"Only Child;Child;Violence";USA;39.7837304;-100.445882;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;5;5;Domestic;High income;0.921;0.179
59;Nonfatal use of firearms in intimate partner violence: Results of a national survey;10.1016/j.ypmed.2021.106500;2021;Avanti Adhia, Vivian H. Lyons, Caitlin A. Moe, Ali Rowhani-Rahbar, Frederick P. Rivara;PREVENTIVE MEDICINE;Intimate partner violence, Firearms, Domestic violence, Threats, Survey;USA;47.6554303;-122.3001692;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;20;7;Domestic;High income;0.921;0.179
60;Intimate Partner Violence–Related Fatalities Among U.S. Youth Aged 0–24 Years, 2014–2018;10.1016/j.amepre.2021.09.018;2022;Laurie M. Graham MSW, PhD;American Journal of Preventive Medicine, 62 (2022) 529-537. doi:10.1016/j.amepre.2021.09.018;"Adolescent;Violence";USA;39.7837304;-100.445882;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;20;7;Domestic;High income;0.921;0.179
61;Racial Disparities in Intimate Partner Violence Examined Through the Multiple Disadvantage Model;10.1177/0886260515572475;2016;Cheng TC, Lo CC.;J Interpers Violence 2016.31:2026-2051;Violence;USA;39.7837304;-100.445882;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;31;5;Domestic;High income;0.921;0.179
62;Police violence among women in four U.S. cities;10.1016/j.ypmed.2017.10.037;2017;Lisa Fedina;Preventive Medicine, 106 (2017) 150-156. doi:10.1016/j.ypmed.2017.10.037;"Intimate partner violence; Sexual violence; Police violence; Gender-based violence";USA;38.9904124;-76.9438586;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;9;6;Domestic;High income;0.921;0.179
63;Intimate partner violence-related hospitalizations in Appalachia and the non-Appalachian United States;10.1371/journal.pone.0184222;2017;Danielle M. Davidov, Stephen M. Davis, Motao Zhu, Tracie O. Afifi, Melissa Kimber, Abby L. Goldstein, Nicole Pitre, Kelly K. Gurka, Carol Stocks;PLOS ONE;"PHYSICAL HEALTH CONSEQUENCES;EMERGENCY-DEPARTMENTS;DOMESTIC VIOLENCE;SUBSTANCE-ABUSE;NATIONAL-SURVEY;RISK-FACTORS;OF-LIFE;PREVALENCE;WOMEN;CARE;United States;Violence";USA;39.6348398;-79.9542095;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;30;1;Domestic;High income;0.921;0.179
64;Residential eviction and exposure to violence among people who inject drugs in Vancouver, Canada;10.1016/j.drugpo.2016.12.017;2017;Mary Clare Kennedy, Ryan McNeil, M-J Milloy, Huiru Dong, Thomas Kerr, Kanna Hayashi;International Journal of Drug Policy;injection drug use, eviction, housing, violence, generalized estimating equations, Canada;CAN;61.0666922;-107.991707;América;América do Norte;['CAN'];0;['América'];0;CAN;América;América do Norte;13;3;Domestic;High income;0.936;0.08
65;Negotiating place and gendered violence in Canada's largest open drug scene;10.1016/j.drugpo.2013.11.006;2014;McNeil R, Shannon K, Shaver L, Kerr T, Small W.;Int J Drug Policy;"Canada;Violence";CAN;49.2608724;-123.113952;América;América do Norte;['CAN'];0;['América'];0;CAN;América;América do Norte;13;3;Domestic;High income;0.936;0.08
66;Sexual relationship power and intimate partner violence among sex workers with non-commercial intimate partners in a Canadian setting;10.1080/09540121.2014.978732;2015;Muldoon KA, Deering KN, Feng CX, Shoveller JA, Shannon K.;AIDS Care;;"CAN; USA";61.0666922;-107.991707;América;América do Norte;['CAN', 'USA'];1;['América'];0;CAN;América;América do Norte;3;3;Multi-national;;;
67;Sexual Violence and Substance Use Diagnosed in Emergency Department Discharges in Hawaii, 2005–2014;10.3390/ijerph192316220;2022;Mary Guo, Bobby Do, Korben Wong, Thomas H. Lee, Deveraux Talagi, Brandon Lum, Nichole Rahberg, Edra Ha and Victoria Y. Fan;"Background: Substance use (SU) and sexual violence (SV) present unique challenges when contextualizing their relationship due to underreporting of SU and SV. Both are significant public health concerns with a large magnitude and expense to the overall U.S. and to the state of Hawaii, which is identified as a high-intensity drug-trafficking area. Since substance users have a higher risk for sexual violence than the general public, this study aims to analyze the proportion and demographics of emergency department (ED) visit individuals reporting sexual violence with or without substance use disorder and examine how the number of ED visits of individuals diagnosed with SV and SU disorder compare to all individuals. Methods: Data from the Healthcare Cost and Utilization Project was used to examine the relationship between SV and SU. The database contained 3.5 million observations for 24 Hawaii hospitals from 2005–2014. The data was summarized in descriptive statistics and Chi-square tests were run to assess statistical significance for variables of interest. Results: A greater proportion of individuals reporting sexual violence also reported substance use disorders compared to the general population of individuals. While 8% of all ED visits were related to SU, 17% of ED visits involving SV were also related to SU, demonstrating a statistically significant association between SV and SU. Conclusions: There is a greater need to further understand the complexity of the relationship between substance use and sexual violence. Sexual violence and substance use disorders share a complex relationship; survivors of sexual abuse may develop a substance use disorder, and those who use drugs and alcohol may be at an increased risk for sexual violence. Results from this study demonstrate visits for individuals reporting sexual violence have a greater proportion of substance use disorder than visits for the general population.";"sexual violence; domestic violence; substance use; emergency medicine; hospital services";USA;19.5938015;-155.4283701;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;13;3;Domestic;High income;0.921;0.179
68;untitled;;2015;Sullivan KA, Messer LC, Quinlivan EB.;AIDS Patient Care and STDs;"Substance-Related Disorders;Color";USA;39.7837304;-100.445882;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;8;5;Domestic;High income;0.921;0.179
69;The Frequency, Nature, and Effects of Coerced Debt Among a National Sample of Women Seeking Help for Intimate Partner Violence;10.1177/1077801219841445;2020;Adams AE, Littwin AK, Javorka M.;Violence Against Women 2020.26:1324-1342;Violence;USA;39.7837304;-100.445882;América;América do Norte;['USA'];0;['América'];0;USA;América;América do Norte;30;1;Domestic;High income;0.921;0.179
70;Supervised injection facility use and exposure to violence among a cohort of people who inject drugs: A gender-based analysis;10.1016/j.drugpo.2020.102692;2020;Mary Clare KENNEDY, Kanna HAYASHI, M-J MILLOY, Jade BOYD, Evan WOOD, Thomas KERR;Int J Drug Policy;supervised injection facilities, injection drug use, violence, prospective cohort, Canada;CAN;61.0666922;-107.991707;América;América do Norte;['CAN'];0;['América'];0;CAN;América;América do Norte;13;3;Domestic;High income;0.936;0.08
71;Socioeconomic marginalisation in the structural production of vulnerability to violence among people who use illicit drugs;10.1136/jech-2014-205079;2015;Richardson LA, Long C, DeBeck K, Nguyen P, Milloy MJ, Wood E, Kerr TH.;J Epidemiol Community Health;Violence;CAN;61.0666922;-107.991707;América;América do Norte;['CAN'];0;['América'];0;CAN;América;América do Norte;13;3;Domestic;High income;0.936;0.08
