article_id,title,doi,year,authors,journal,keywords,study_country,study_continent,study_subregion,is_multi_country,is_multi_continent,researcher_country,researcher_continent,researcher_subregion,latitude,longitude,research_flow,topic_id,megatopic_id,income_group,hdi,gender_inequality_index,population_total,gdp_per_capita,gini_index,women_parliament,female_labor_force,female_homicide_rate,maternal_mortality,gini_index_source,gini_index_obs_year,women_parliament_source,women_parliament_obs_year,female_labor_force_source,female_labor_force_obs_year,female_homicide_rate_source,female_homicide_rate_obs_year
341,Symptoms associated with pregnancy complications along the Thai-Burma border: the role of conflict violence and intimate partner violence,10.1007/s10995-013-1230-0,2013,"Falb KL, McCormick MC, Hemenway D, Anfinson K, Silverman JG.",Matern Child Health J,Pregnancy;Pregnancy Complications;Violence,THA,Asia,South-Eastern Asia,0,0,THA,Asia,South-Eastern Asia,13.0700391,101.5231763,Domestic,25,4,Upper middle income,0.8,0.333,69845112,6018.08244729255,39.7,15.8,61.78,1.082808,35,SWIID,2013,IPU,2013,ILOSTAT,2013,OWID,2013
342,"Tales of gender-based oppression and violence: Risks and vulnerabilities of women who inject drugs (WWID) in Dhaka, Bangladesh",10.1016/j.drugpo.2021.103144,2021,Samira Dishti Irfan,"International Journal of Drug Policy, Corrected proof, 103144","""Gender""; ""WWID""; ""Vulnerability""; ""HIV""",BGD,Asia,Southern Asia,0,0,SAU,Asia,Western Asia,24.6857908,46.6317752,Intra-continental,13,3,Lower middle income,0.661,0.53,167658854,2482.849178,32.4,20.85714286,42.181,NA,194,NA,NA,WDI,2021,WDI,2021,NA,NA
343,Sexual Assault Is the Biggest Risk Factor for Violence against Women in Taiwan—A Nationwide Population Cohort Study from 2000 to 2015,10.3390/ijerph19063473,2022,"Miao-Ju Chwo, Shi-Hao Huang, Yao-Ching Huang, Iau-Jin Lin, Chia-Peng Yu, Chi-Hsiang Chung, Wu-Chien Chien, Chien-An Sun and Gwo-Jang Wu",International Journal of Environmental Research and Public Health,sexual assault; violence; female; cohort study,TWN,Asia,Eastern Asia,0,0,TWN,Asia,Eastern Asia,25.0420743,121.614046,Domestic,22,7,High income,0.926,0.045,23420107,NA,29.7,NA,51.538,NA,NA,SWIID,2022,NA,NA,ILOSTAT,2022,NA,NA
344,Spousal Violence Against Women in India: A Social–Ecological Analysis Using Data From the National Family Health Survey 2015 to 2016,10.1177/0886260519881530,2019,"Jaleel Ahmad, Nizamuddin Khan, and Arupendra Mozumdar",J Interpers Violence 0.0:0886260519881530,"spousal violence against women,women’s empowerment,social-ecology,multilevel analysis",IND,Asia,Southern Asia,0,0,IND,Asia,Southern Asia,26.4073841,93.2551303,Domestic,4,1,Lower middle income,0.633,0.49,1389030307,2041.42863698585,47.4,12.6,26.539,2.5095032,101,SWIID,2019,IPU,2019,ILOSTAT,2019,OWID,2019
345,"The association and a potential pathway between gender-based violence and induced abortion in Thai Nguyen province, Vietnam",10.3402/gha.v5i0.19006,2012,"Nguyen, PH and Nguyen, SV and Nguyen, MQ and Nguyen, NT and Keithly, SC and Mai, LT and Luong, LTT and Pham, HQ",GLOBAL HEALTH ACTION,Gender-based violence;abortion;contraceptive use;unintended pregnancy;Thai Nguyen;Vietnam;INTIMATE PARTNER VIOLENCE;OF-THE-LITERATURE;UNINTENDED PREGNANCY;DOMESTIC VIOLENCE;REPRODUCTIVE HEALTH;UNWANTED PREGNANCY;NATIONAL SAMPLE;WOMEN;OUTCOMES;CONTRACEPTION,VNM,Asia,South-Eastern Asia,0,0,VNM,Asia,South-Eastern Asia,21.9610968,105.8440789,Domestic,32,5,Lower middle income,0.703,0.296,89510355,2185.11767654291,36.5,24.4,71.983,NA,60,SWIID,2012,IPU,2012,ILOSTAT,2012,NA,NA
346,Sociocultural Determinants of Attitudes Toward Domestic Violence Among Women and Men in Afghanistan: Evidence from Afghanistan Demographic and Health Survey 2015,10.1177/0886260520980400,2020,"Mohammad Fazel Akbary, Tolulope Ariyo, and Quanbao Jiang",J Interpers Violence 0.0:0886260520980400,"sociocultural factors,intimate partner violence,spousal violence,Afghanistan,South Asia,DHS",AFG,Asia,Southern Asia,0,0,BRA,Americas,South America,-23.7031927,-46.782211,Cross-continental,26,1,Low income,0.478,0.678,39068979,510.7870634,31.9,27.01612903,16.474,1.270249675,634,SWIID,2017,WDI,2020,WDI,2020,WDI,2019
347,Tackling alcoholism and domestic violence in fisheries—A new opportunity to improve well‐being for the most vulnerable people in global fisheries,10.1111/faf.12426,2019,"Coulthard, S and White, C and Paranamana, N and Sandaruwan, KPGL and Manimohan, R and Maya, R",Fish and Fisheries 0.0:null-null,abuse;access;conservation;gender;marine;vulnerability;SMALL-SCALE FISHERIES;ECOSYSTEM SERVICES;WIVES EMPLOYMENT;FOOD SECURITY;MENTAL-HEALTH;TRADE-OFFS;WOMEN;COMMUNITY;POVERTY;GENDER,IND,Asia,Southern Asia,0,0,GBR,Europe,Western Europe,54.9787691,-1.6096401,Cross-continental,4,1,Lower middle income,0.633,0.49,1389030307,2041.42863698585,47.4,12.6,26.539,2.5095032,101,SWIID,2019,IPU,2019,ILOSTAT,2019,OWID,2019
348,The Impact of Abuse on the Quality of Life of the Elderly: A Population-based Survey in Iran,10.3961/jpmph.19.210,2020,"Honarvar B, Gheibi Z, Asadollahi A, Bahadori F, Khaksar E, Rabiey Faradonbeh M, Farjami M.",Journal of Preventive Medicine & Public Health,Quality of Life;Iran,IRN,Asia,Western Asia,0,0,IRN,Asia,Western Asia,32.6475314,54.5643516,Domestic,12,3,Lower middle income,0.774,0.457,87723448,3202.50003502169,35.6,5.88,13.723,0.5112239546,34,SWIID,2020,IPU,2020,ILOSTAT,2020,OWID,2014
349,The intergenerational transmission of intimate partner violence in Bangladesh,10.3402/gha.v7.23591,2014,"Islam TM, Tareque MI, Tiedt AD, Hoque N.",Global Health Action,Bangladesh;Violence,BGD,Asia,Southern Asia,0,0,SAU,Asia,Western Asia,24.6857908,46.6317752,Intra-continental,1,1,Lower middle income,0.661,0.53,157964929,1094.461997,32.1,19.82758621,33.571,NA,217,NA,NA,WDI,2014,WDI,2014,NA,NA
350,"Transfers, Behavior Change Communication, and Intimate Partner Violence: Postprogram Evidence from Rural Bangladesh",10.1162/rest_a_00791,2019,"Roy, S and Hidrobo, M and Hoddinott, J and Ahmed, A",REVIEW OF ECONOMICS AND STATISTICS,DOMESTIC VIOLENCE;WOMENS EMPOWERMENT;INDIVIDUAL-LEVEL;CREDIT PROGRAMS;PREVALENCE;MULTICOUNTRY;PATHWAYS;GENDER;HEALTH;ROLES;Bangladesh;Violence,BGD,Asia,Southern Asia,0,0,USA,Americas,North America,38.8950368,-77.0365427,Cross-continental,18,3,Lower middle income,0.661,0.53,164913055,2129.79897,32.4,20.63037249,39.33,NA,157,NA,NA,WDI,2019,WDI,2019,NA,NA
351,The HERrespect intervention to address violence against female garment workers in Bangladesh: study protocol for a quasi-experimental trial,10.1186/s12889-018-5442-5,2018,Mahfuz Al Mamun,"BMC Public Health, 2018","Intimate partner violence,Workplace violence,Female garment worker,Bangladesh,Quasi-experimental trial",BGD,Asia,Southern Asia,0,0,SAU,Asia,Western Asia,24.6857908,46.6317752,Intra-continental,6,6,Lower middle income,0.661,0.53,163523103,1965.243727,32.4,20.28571429,38.056,NA,168,NA,NA,WDI,2018,WDI,2018,NA,NA
352,"Trafficking, Client and Police Violence, Sexual Risk and Mental Health Among Women in the Sex Industry at the Thai-Myanmar Border",10.1177/10778012211060860,2022,"Michele R. Decker, Casey Branchini Risko, Nada Abshir, Aye Aye Mar, W. Courtland Robinson",Violence Against Women 2022.28:2677-2699,violence;trafficking;migrant;sex industry;minor;sex work;mental health;sexual risk;condom;police;GENDER-BASED VIOLENCE;INJECTION-DRUG USE;HIV RISK;WORKERS;EXPLOITATION;PREVALENCE;INFECTION;COUNTRIES;BURDEN;IMPACT;Women's Health,THA,Asia,South-Eastern Asia,0,0,USA,Americas,North America,39.2908816,-76.610759,Cross-continental,3,3,Upper middle income,0.8,0.333,71735321,6909.35281815827,36.7,15.75,59.576,1.125088713,112,SWIID,2022,IPU,2022,ILOSTAT,2022,OWID,2014
353,"Violence Against Widows in Nepal: Experiences, Coping Behaviors, and Barriers in Seeking Help",10.1177/0886260515569058,2015,"Sabri B, Sabarwal S, Decker MR, Shrestha A, Sharma K, Thapa L, Surkan PJ.",Journal of Interpersonal Violence,"Adaptation, Psychological;Violence;Nepal",NPL,Asia,Southern Asia,0,0,IDN,Asia,South-Eastern Asia,-6.4955532,110.8440229,Intra-continental,7,5,Lower middle income,0.602,0.452,27823631,875.543635474862,35.8,29.48,27.006,NA,236,SWIID,2015,IPU,2015,ILOSTAT,2015,NA,NA
354,"Violence experience by perpetrator and associations with HIV/STI risk and infection: a cross-sectional study among female sex workers in Karnataka, south India",10.1136/bmjopen-2017-021389,2018,"Beksinska, A and Prakash, R and Isac, S and Mohan, HL and Platt, L and Blanchard, J and Moses, S and Beattie, TS",BMJ OPEN,female sex workers;sexually transmitted infections;violence;INTIMATE-PARTNER VIOLENCE;GENDER-BASED VIOLENCE;HIV-PREVENTION;VAGINAL DISCHARGE;CONDOM BREAKAGE;PREVALENCE;WOMEN;INTERVENTION;POPULATION;BEHAVIORS;Cross-Sectional Studies;Violence;Cesarean Section;HIV-1,IND,Asia,Southern Asia,0,0,GBR,Europe,Western Europe,51.4893335,-0.1440551,Cross-continental,3,3,Lower middle income,0.633,0.49,1374659067,1966.25455171679,47.6,11.81,26.568,2.557815304,107,SWIID,2018,IPU,2018,ILOSTAT,2018,OWID,2018
355,Violence Against North Korean Refugee Women: Doubly Victimized By Repatriation and Premigration Traumatic Experiences,10.1177/10778012211032706,2022,"Eunyoung Kim, Cordula von Denkowski",Violence Against Women 2022.28:2424-2447,refugee women;traumatic incidents;repatriation;mental health problems;North Korean refugees;POSTTRAUMATIC-STRESS-DISORDER;MENTAL-HEALTH;GENDER-DIFFERENCES;PTSD;MIGRATION;Violence,KOR,Asia,Eastern Asia,0,0,KOR,Asia,Eastern Asia,37.7362205,128.8751556,Domestic,25,4,High income,0.925,0.067,51782515,34822.4048404971,31.5,18.64,55.03,0.4982376773,7,SWIID,2022,IPU,2022,ILOSTAT,2022,OWID,2022
356,Understanding the Geography of Victimization: A Spatial Analysis of Intimate Partner Violence in India,10.1177/08862605221120898,2023,"Kothari, R and Husain, Z and Dutta, M",J Interpers Violence 2023.38:4970-4997,domestic violence;cultural contexts;spatial statistics;geographically weighted regression model;India;DOMESTIC VIOLENCE;MARRIED-WOMEN;SEX-RATIO;HEALTH;PREVALENCE;EDUCATION;RISK;NEIGHBORHOODS;ASSOCIATION;EMPOWERMENT;Geography;Violence,IND,Asia,Southern Asia,0,0,IND,Asia,Southern Asia,22.5765464,88.3635222,Domestic,28,6,Lower middle income,0.633,0.49,1438069597,2530.12031278204,46.8,15.13,30.984,2.277898654,80,SWIID,2022,IPU,2023,ILOSTAT,2023,OWID,2022
357,"""They see me as mentally ill"": the stigmatization experiences of Chinese menopausal women in the family",10.1186/s12905-023-02350-y,2023,Qiong Li,BMC Women's Health,Menopause;Women;Family;Stigmatization experience,CHN,Asia,Eastern Asia,0,0,CHN,Asia,Eastern Asia,32.0576549,118.7550027,Domestic,7,5,Upper middle income,0.768,0.192,1422584930,12951.1782397043,40.8,24.94,60.216,NA,16,SWIID,2023,IPU,2023,ILOSTAT,2023,NA,NA
358,Intimate partner violence during pregnancy in COVID-19 pandemic: a cross-sectional study from South-west of Iran,10.1186/s12889-023-15258-x,2023,"Maharlouei, Najmeh and Roozmeh, Shohreh and Roozegar, Mohammad-hassan Zahed and Shahraki, Hadi Raeisi and Bazrafshan, Khadijeh and Moradi-alamdarloo, Shaghayegh and Vardanjani, Hossein Molavi and Lankarani, Kamran B.",BMC PUBLIC HEALTH,Medicine;Domestic violence;Pregnancy;Sexual violence;Demography;Cross-sectional study;McNemar's test;Poison control;Odds ratio,IRN,Asia,Western Asia,0,0,IRN,Asia,Western Asia,29.6060218,52.5378041,Domestic,5,5,Lower middle income,0.774,0.457,90608708,5049.29931642754,35.4,5.59,14.128,0.4949450112,16,SWIID,2023,IPU,2023,ILOSTAT,2023,OWID,2014
359,"An individually randomized controlled trial to determine the effectiveness of the Women for Women International Programme in reducing intimate partner violence and strengthening livelihoods amongst women in Afghanistan: trial design, methods and baseline findings",10.1186/s12889-018-5029-1,2018,Andrew Gibbs,"BMC Public Health, 2018","Afghanistan,Trial,Economic empowerment,Gender transformation,Intervention,Baseline",AFG,Asia,Southern Asia,0,0,ZAF,Africa,Southern Africa,-25.7459277,28.1879101,Cross-continental,18,3,Low income,0.478,0.678,36743039,491.3372214,31.9,27.71084337,19.805,1.435768543,629,SWIID,2017,WDI,2017,WDI,2018,WDI,2018
360,Contextual factors associated with gender-based violence and related homicides perpetrated by partne,10.1080/07399332.2021.1881963,2021,"Sabri B, Young AM.",Health Care Women Int,Survivors;India,IND,Asia,Southern Asia,0,0,USA,Americas,North America,37.76263,-122.4590081,Cross-continental,20,7,Lower middle income,0.633,0.49,1414203896,2239.61384367482,47,14.44,27.724,2.40592959,155,SWIID,2021,IPU,2021,ILOSTAT,2021,OWID,2021
361,“It is all her fault”: psychosocial correlates of the negative attitudes towards rape victims among the general population of Pakistan,10.1186/s41935-022-00320-3,2022,Syed Messum Ali,Egyptian Journal of Forensic Sciences,Rape myths acceptance;Attitudes towards rape victims;Causal attributions;Rape;Mediation analysis,PAK,Asia,Southern Asia,0,0,PAK,Asia,Southern Asia,31.4057118,74.1643178,Domestic,22,7,Lower middle income,0.544,0.534,243700667,1538.3228133171,34.4,20.47,24.027,NA,160,SWIID,2022,IPU,2022,ILOSTAT,2022,NA,NA
362,Predictors of spousal coercive control and its association with intimate partner violence evidence from National Family Health Survey-4 (2015-2016) India,10.1186/s12889-021-12232-3,2021,Suman Kanougiya,BMC Public Health,Coercive control;Controlling behaviour;Intimate partner violence;Violence against women;National Family Health Survey-4;India,IND,Asia,Southern Asia,0,0,IND,Asia,Southern Asia,19.054999,72.8692035,Domestic,4,1,Lower middle income,0.633,0.49,1414203896,2239.61384367482,47,14.44,27.724,2.40592959,155,SWIID,2021,IPU,2021,ILOSTAT,2021,OWID,2021
363,"Stigma, violence and HIV vulnerability among transgender persons in sex work in Maharashtra, India",10.1080/13691058.2016.1271141,2017,Deepika Ganju,"Culture, Health & Sexuality, 2017",Transgender sex workers; India; stigma; violence; HIV; community mobilisation,IND,Asia,Southern Asia,0,0,IND,Asia,Southern Asia,28.6419258,77.2217499,Domestic,3,3,Lower middle income,0.633,0.49,1359657398,1950.10468280866,47.7,11.81,26.578,2.632714686,113,SWIID,2017,IPU,2017,ILOSTAT,2017,OWID,2017
364,The COVID-19 Pandemic in the Nawalparasi District of Nepal: a mixed methods assessment of increased alcohol use and intimate partner violence,10.21203/rs.3.rs-1786122/v1,2023,Alia Cornell,BMC Public Health,COVID-19;IPV;VAW;Alcohol use;Households;Economic insecurity;Intervention;SDGs,NPL,Asia,Southern Asia,0,0,USA,Americas,North America,34.0198321,-118.2780639,Cross-continental,5,5,Lower middle income,0.602,0.452,29694614,1382.33055769304,34.8,33.09,27.302,NA,142,SWIID,2022,IPU,2023,ILOSTAT,2023,NA,NA
365,The politics of counting and reporting conflict- related sexual and gender-based violence  the  case of Myanmar,10.4324/9780429467080-2,2017,"Davies, SE and True, J",INTERNATIONAL FEMINIST JOURNAL OF POLITICS,Conflict-related sexual and gender-based violence;ethnic conflict;human rights reporting;feminist methodology;Myanmar;WOMEN;RIGHTS;RAPE;WAR,MMR,Asia,South-Eastern Asia,0,0,AUS,Oceania,Australia and New Zealand,-27.9633383,153.384692,Cross-continental,24,4,Lower middle income,0.585,0.467,51894939,1272.82241815234,33.9,10.16,47.659,0.9904626731,209,SWIID,2017,IPU,2017,ILOSTAT,2017,OWID,2017
366,Violence en route: Eritrean women asylum-seekers experiences of sexual violence while migrating to Israel,10.1080/07399332.2019.1566336,2019,"Gebreyesus T, Sultan Z, Ghebrezghiabher HM, Singh N, Tol WA, Winch PJ, Davidovitch N, Surkan PJ.",Health Care for Women International,Sex Offenses;Violence;Israel,ISR,Asia,Western Asia,0,0,ISR,Asia,Western Asia,32.0856023,34.7678668,Domestic,17,4,High income,0.919,0.083,8657466,44250.6313628073,34.1,29.17,60.618,0.3927246148,3,SWIID,2019,IPU,2019,ILOSTAT,2019,OWID,2019
367,Women’s and men’s reports of past-year prevalence of intimate partner violence and rape and women’s risk factors for intimate partner violence: A multicountry cross-sectional study in Asia and the Pacific,10.1371/journal.pmed.1002381,2017,"Rachel Jewkes, Emma Fulu, Ruchira Tabassam Naved, Esnat Chirwa, Kristin Dunkle, Regine Haardörfer, Claudia Garcia-Moreno, on behalf of the UN Multi-country Study on Men and Violence Study Team",PLoS Med,Cross-Sectional Studies;Cesarean Section;Prevalence,CHN; PNG,Asia / Oceania,Eastern Asia / Melanesia,1,1,KHM,Asia,South-Eastern Asia,12.5433216,104.8144914,Multi-national,30,1,Upper middle income; Lower middle income,0.768; 0.558,0.192; 0.725,1412354730.0; 9178717.0,NA,41.4; 47.1,23.7; 2.7,61.957; 49.297,NA,NA,SWIID; SWIID,2017; 2009,IPU; IPU,2017; 2017,ILOSTAT; ILOSTAT,2017; 2017,NA,NA
368,Violence against teachers in South Korea: negative consequences and factors leading to emotional distress,10.1891/0886-6708.vv-d-13-00184,2015,"Byongook Moon,   Merry Morash, June Oh Jang, SeokJin Jeong,",Violence and Victims,Emotional distress;Psychology;Distress;Context (archaeology);Aggression;Poison control;Human factors and ergonomics;Empirical research;Suicide prevention;Injury prevention;Developmental psychology;Social psychology,KOR,Asia,Eastern Asia,0,0,USA,Americas,North America,NA,NA,Cross-continental,15,2,High income,0.925,0.067,50983909,30171.7906545222,32.2,16.33,52.391,0.7767156496,6,SWIID,2015,IPU,2015,ILOSTAT,2015,OWID,2015
369,"Associations between exposures to occupation-related events, depression and intimate partner violenc",10.1080/17441692.2020.1849349,2021,"Gibbs, A and Abdelatif, N and Said, N and Jewkes, R",GLOBAL PUBLIC HEALTH,Conflict;war;violence against women;survey;Palestine;structural equation model;latent class analysis;POSTTRAUMATIC-STRESS-DISORDER;PREVALENCE;WAR;Occupational Exposure;Arabs;Violence,PSE,Asia,Western Asia,0,0,ZAF,Africa,Southern Africa,-25.7459277,28.1879101,Cross-continental,31,5,Lower middle income,0.715,0.37,5185341,3678.63565662194,44.4,NA,17.545,0.3471324258,29,SWIID,2021,NA,NA,ILOSTAT,2021,OWID,2021
370,Antecedents of gender gap in workforce participation: A phenomenology of psychologists and medical d,10.1080/10911359.2018.1536576,2019,"Gulnaz Anjum, Anila Kamal & Sania Bilwani","JOURNAL OF HUMAN BEHAVIOR IN THE SOCIAL ENVIRONMENT - Volume 29, Issue 2, pp. 282-299 - published 2019-02-17",Antecedents of gender gap; gender discrimination; professional participation; implicit beliefs; traditional gender-roles,PAK,Asia,Southern Asia,0,0,ARE,Asia,Western Asia,25.3303198,55.3956636,Intra-continental,7,5,Lower middle income,0.544,0.534,230800908,1390.41690981745,34.1,20.23,23.241,NA,173,SWIID,2019,IPU,2019,ILOSTAT,2019,NA,NA
371,Association between domestic violence and women's quality of life,10.1590/1518-8345.1535.2901,2023,"de Lucena, KDT and Vianna, RPD and do Nascimento, JA and Campos, HFC and Oliveira, ECT",REVISTA LATINO-AMERICANA DE ENFERMAGEM,Gender Identity;Violence Against Women;Quality of Life;GENDER-BASED VIOLENCE;Violence,IRN,Asia,Western Asia,0,0,UGA,Africa,Eastern Africa,1.5333554,32.2166578,Cross-continental,14,7,Lower middle income,0.774,0.457,90608708,5049.29931642754,35.4,5.59,14.128,0.4949450112,16,SWIID,2023,IPU,2023,ILOSTAT,2023,OWID,2014
372,Care for young victims of assault in public emergency services in 2011: Sex differences,NA,2017,"Melo, ACM and Garcia, LP",CIENCIA & SAUDE COLETIVA,Health surveys;Young adult;Violence;Sex;EXTERNAL CAUSES;HEALTH-CARE;VIOLENCE;BRAZIL;PREVALENCE;HOMICIDES;ALCOHOL;Sex Characteristics;Emergencies,BRA,Americas,South America,0,0,BRA,Americas,South America,-23.3270333,-51.2073716,Domestic,9,6,Upper middle income,0.754,0.39,204703445,10080.50787,53.3,10.72124756,54.353,4.754983515,61,NA,NA,WDI,2017,WDI,2017,WDI,2017
373,Experiences of Violence Against Lesbian and Bisexual Women in Brazil,10.1016/j.esxm.2021.100479,2022,"Andréa Cronemberger Rufino MD, PhD","Sexual Medicine, 10 (2022) 100479","""Gender-based Violence""; ""Homophobia""; ""Female Homosexuality""; ""Sexism""; ""Lesbian Woman""",BRA,Americas,South America,0,0,BRA,Americas,South America,-6.9937104,-42.1133497,Domestic,16,3,Upper middle income,0.754,0.39,210306415,9281.332821,52,17.73879142,53.864,3.91822662,104,NA,NA,WDI,2022,WDI,2022,WDI,2022
